id;Full_name;Department;Hora_entrada;Hora_salida;worked_hours;dias_trabajados;Horas_extra_diurnas;Horas_extra_nocturnas;Ausencias;salario_base;Valor_hora_sueldo;pago_horas_extra_diurnas;pago_horas_extra_nocturnas;auxilio_transporte;deduccion_salud;Total_devengado;deduccion_pension;Total_decucciones;Total_neto_a_pagar
933;Sharai Joppich;Research and Development;9:14;17:16;8:02:00;18;14;6;0;12090042;83958.625;1469275.938;629689.6875;0;483601.68;14189007.63;483601.68;967203.36;13221804.27
934;Calley Keam;Engineering;8:55;17:34;8:39:00;20;1;10;1;21661912;135386.95;169233.6875;1692336.875;0;866476.48;23523482.56;866476.48;1732952.96;21790529.6
935;Mercedes Wibrew;Marketing;8:59;17:04;8:05:00;19;3;5;0;20152064;132579.3684;497172.6316;828621.0526;0;806082.56;21477857.68;806082.56;1612165.12;19865692.56
936;Gram Seamarke;Sales;8:44;17:19;8:35:00;19;18;9;1;17511610;115207.9605;2592179.112;1296089.556;0;700464.4;21399878.67;700464.4;1400928.8;19998949.87
937;Belita Leeves;Product Management;9:05;17:21;8:16:00;19;0;6;1;23365891;153722.9671;0;1152922.253;0;934635.64;24518813.25;934635.64;1869271.28;22649541.97
938;Jerad Marousek;Training;8:40;17:38;8:58:00;20;17;11;2;17539905;109624.4063;2329518.633;1507335.586;0;701596.2;21376759.22;701596.2;1403192.4;19973566.82
939;Heywood Batchelar;Support;8:41;17:28;8:47:00;20;16;13;1;9217887;57611.79375;1152235.875;936191.6484;0;368715.48;11306314.52;368715.48;737430.96;10568883.56
940;Regina Walklot;Services;8:56;17:26;8:30:00;20;8;3;2;12096432;75602.7;756027;283510.125;0;483857.28;13135969.13;483857.28;967714.56;12168254.57
941;Edin McGeachy;Accounting;8:40;16:50;8:10:00;20;7;8;2;14157042;88481.5125;774213.2344;884815.125;0;566281.68;15816070.36;566281.68;1132563.36;14683507
942;Lennard Pixton;Research and Development;9:12;16:43;7:31:00;20;13;2;0;25846614;161541.3375;2625046.734;403853.3438;0;1033864.56;28875514.08;1033864.56;2067729.12;26807784.96
943;Levi Winstanley;Accounting;8:44;16:59;8:15:00;20;0;11;0;17849423;111558.8938;0;1533934.789;0;713976.92;19383357.79;713976.92;1427953.84;17955403.95
944;Pepito Rowlstone;Business Development;8:40;17:25;8:45:00;19;8;0;1;7869014;51769.82895;517698.2895;0;0;314760.56;8386712.289;314760.56;629521.12;7757191.169
945;Randy Grisard;Support;9:14;16:41;7:27:00;20;8;3;0;3798162;23738.5125;237385.125;89019.42188;0;151926.48;4124566.547;151926.48;303852.96;3820713.587
946;Daniel Abrami;Marketing;9:09;17:24;8:15:00;19;0;7;0;7600506;50003.32895;0;437529.1283;0;304020.24;8038035.128;304020.24;608040.48;7429994.648
947;Glennis Garcia;Support;8:42;16:51;8:09:00;20;13;7;0;17997671;112485.4438;1827888.461;984247.6328;0;719906.84;20809807.09;719906.84;1439813.68;19369993.41
948;Justis Butler-Bowdon;Human Resources;8:41;16:34;7:53:00;20;20;7;2;22348579;139678.6188;3491965.469;1222187.914;0;893943.16;27062732.38;893943.16;1787886.32;25274846.06
949;Alvie Castagneri;Marketing;8:52;16:34;7:42:00;19;14;3;2;24864830;163584.4079;2862727.138;613441.5296;0;994593.2;28340998.67;994593.2;1989186.4;26351812.27
950;Dareen Breeton;Legal;8:51;17:19;8:28:00;20;17;15;2;24307325;151920.7813;3228316.602;2848514.648;0;972293;30384156.25;972293;1944586;28439570.25
951;Mikey Karmel;Services;8:52;17:06;8:14:00;20;9;9;2;16950725;105942.0313;1191847.852;1191847.852;0;678029;19334420.7;678029;1356058;17978362.7
952;Connie Brunetti;Sales;9:12;17:18;8:06:00;18;20;15;2;2796434;19419.68056;485492.0139;364119.0104;0;111857.36;3646045.024;111857.36;223714.72;3422330.304
953;Edi Hame;Business Development;8:49;17:33;8:44:00;20;20;2;2;11939799;74623.74375;1865593.594;186559.3594;0;477591.96;13991951.95;477591.96;955183.92;13036768.03
954;Micky Rylands;Business Development;9:08;16:51;7:43:00;19;9;5;0;2380519;15661.30921;176189.7286;97883.18257;162000;95220.76;2816591.911;95220.76;190441.52;2626150.391
955;Jocelin Reven;Engineering;8:52;17:26;8:34:00;20;10;3;0;7034847;43967.79375;549597.4219;164879.2266;0;281393.88;7749323.648;281393.88;562787.76;7186535.888
956;Agnola Mattek;Sales;9:17;17:28;8:11:00;18;11;6;1;17760847;123339.2153;1695914.21;925044.1146;0;710433.88;20381805.32;710433.88;1420867.76;18960937.56
957;Laverne Handford;Accounting;8:41;17:17;8:36:00;20;4;11;2;10380560;64878.5;324392.5;892079.375;0;415222.4;11597031.88;415222.4;830444.8;10766587.08
958;Eberhard Shufflebotham;Services;8:46;16:59;8:13:00;19;3;4;1;28883921;190025.7961;712596.7352;950128.9803;0;1155356.84;30546646.72;1155356.84;2310713.68;28235933.04
959;Mahmoud Bonsey;Product Management;8:54;17:14;8:20:00;18;7;7;0;11771467;81746.29861;715280.1128;715280.1128;0;470858.68;13202027.23;470858.68;941717.36;12260309.87
960;Hailey Van Der Walt;Engineering;9:06;17:28;8:22:00;20;9;2;1;5335776;33348.6;375171.75;83371.5;0;213431.04;5794319.25;213431.04;426862.08;5367457.17
961;Audrey Niland;Research and Development;9:11;16:52;7:41:00;20;11;13;2;15284804;95530.025;1313537.844;1552362.906;0;611392.16;18150704.75;611392.16;1222784.32;16927920.43
962;Carson Bootell;Product Management;8:58;16:45;7:47:00;20;15;9;1;15562372;97264.825;1823715.469;1094229.281;0;622494.88;18480316.75;622494.88;1244989.76;17235326.99
963;Geoffrey Heckner;Business Development;8:54;17:04;8:10:00;19;3;3;1;9684377;63713.00658;238923.7747;238923.7747;0;387375.08;10162224.55;387375.08;774750.16;9387474.389
964;Ronalda Gentry;Marketing;9:03;16:54;7:51:00;18;12;6;2;15670940;108825.9722;1632389.583;816194.7917;0;626837.6;18119524.38;626837.6;1253675.2;16865849.18
965;Danella Chamberlin;Training;9:14;17:03;7:49:00;20;12;8;1;3335538;20847.1125;312706.6875;208471.125;0;133421.52;3856715.813;133421.52;266843.04;3589872.773
966;Butch Skunes;Support;8:58;17:18;8:20:00;20;17;0;1;3472800;21705;461231.25;0;0;138912;3934031.25;138912;277824;3656207.25
967;Wendell Brezlaw;Accounting;8:57;16:43;7:46:00;20;6;2;0;18987898;118674.3625;890057.7188;296685.9063;0;759515.92;20174641.63;759515.92;1519031.84;18655609.79
968;Mason Howley;Training;9:02;16:57;7:55:00;18;1;5;1;21263417;147662.6181;184578.2726;922891.3628;0;850536.68;22370886.64;850536.68;1701073.36;20669813.28
969;Jackie Bruce;Product Management;8:53;16:41;7:48:00;18;13;11;2;2793897;19402.0625;315283.5156;266778.3594;0;111755.88;3375958.875;111755.88;223511.76;3152447.115
970;Rosabella Branch;Support;8:54;17:01;8:07:00;18;18;8;0;9202370;63905.34722;1437870.313;639053.4722;0;368094.8;11279293.78;368094.8;736189.6;10543104.18
971;Jordan MacKerley;Services;8:41;16:52;8:11:00;20;4;4;1;26223822;163898.8875;819494.4375;819494.4375;0;1048952.88;27862810.88;1048952.88;2097905.76;25764905.12
972;Brittan Ritchie;Business Development;9:15;17:21;8:06:00;18;2;2;2;4255141;29549.59028;73873.97569;73873.97569;0;170205.64;4402888.951;170205.64;340411.28;4062477.671
973;Arluene Girardetti;Product Management;9:10;17:03;7:53:00;20;15;15;2;15637280;97733;1832493.75;1832493.75;0;625491.2;19302267.5;625491.2;1250982.4;18051285.1
974;Tansy Nutley;Services;9:15;16:35;7:20:00;18;9;2;2;20327720;141164.7222;1588103.125;352911.8056;0;813108.8;22268734.93;813108.8;1626217.6;20642517.33
975;Louisa Ody;Marketing;8:47;17:01;8:14:00;20;18;11;2;28842110;180263.1875;4055921.719;2478618.828;0;1153684.4;35376650.55;1153684.4;2307368.8;33069281.75
976;Kata Rentz;Research and Development;8:57;16:31;7:34:00;18;0;1;1;13252648;92032.27778;0;115040.3472;0;530105.92;13367688.35;530105.92;1060211.84;12307476.51
977;Carmelle Gabala;Business Development;9:12;16:45;7:33:00;19;16;4;1;8412270;55343.88158;1106877.632;276719.4079;0;336490.8;9795867.039;336490.8;672981.6;9122885.439
978;Faustine Finlator;Sales;9:11;17:35;8:24:00;18;5;2;2;12126193;84209.67361;526310.4601;210524.184;0;485047.72;12863027.64;485047.72;970095.44;11892932.2
979;Karlyn Enser;Human Resources;9:13;17:21;8:08:00;19;10;4;2;3277361;21561.58553;269519.8191;107807.9276;0;131094.44;3654688.747;131094.44;262188.88;3392499.867
980;Isabelle Pershouse;Legal;8:53;16:37;7:44:00;20;19;1;0;16784754;104904.7125;2491486.922;131130.8906;0;671390.16;19407371.81;671390.16;1342780.32;18064591.49
981;Jay Leynham;Product Management;8:53;17:30;8:37:00;19;13;0;0;18079607;118944.7829;1932852.722;0;0;723184.28;20012459.72;723184.28;1446368.56;18566091.16
982;Humberto Larderot;Training;8:59;17:02;8:03:00;20;5;6;0;1465925;9162.03125;57262.69531;68715.23438;162000;58637;1753902.93;58637;117274;1636628.93
983;Othilie Soper;Legal;8:51;17:07;8:16:00;20;17;4;0;4894911;30593.19375;650105.3672;152965.9688;0;195796.44;5697982.336;195796.44;391592.88;5306389.456
984;Armand Glazier;Services;9:12;16:55;7:43:00;20;8;10;0;9963124;62269.525;622695.25;778369.0625;0;398524.96;11364188.31;398524.96;797049.92;10567138.39
985;Ezra Prendeguest;Training;9:07;16:45;7:38:00;18;12;4;1;15291869;106193.5347;1592903.021;530967.6736;0;611674.76;17415739.69;611674.76;1223349.52;16192390.17
986;Constantine Housecroft;Human Resources;9:04;17:15;8:11:00;18;10;5;0;6323186;43911.01389;548887.6736;274443.8368;0;252927.44;7146517.51;252927.44;505854.88;6640662.63
987;Meade Ughelli;Business Development;9:06;16:53;7:47:00;20;8;4;0;6615497;41346.85625;413468.5625;206734.2813;0;264619.88;7235699.844;264619.88;529239.76;6706460.084
988;Marika Elwin;Human Resources;9:16;16:36;7:20:00;19;1;10;0;25967186;170836.75;213545.9375;2135459.375;0;1038687.44;28316191.31;1038687.44;2077374.88;26238816.43
989;Burgess Giacopelo;Human Resources;8:59;16:56;7:57:00;20;7;3;1;12081919;75511.99375;660729.9453;283169.9766;0;483276.76;13025818.92;483276.76;966553.52;12059265.4
990;Bride Goodinge;Support;9:13;17:37;8:24:00;18;1;8;2;2868609;19920.89583;24901.11979;199208.9583;0;114744.36;3092719.078;114744.36;229488.72;2863230.358
991;Ethelbert Calf;Accounting;8:51;17:02;8:11:00;18;19;4;2;6934660;48157.36111;1143737.326;240786.8056;0;277386.4;8319184.132;277386.4;554772.8;7764411.332
992;Clemente Aldam;Marketing;8:46;16:53;8:07:00;20;4;3;2;14783755;92398.46875;461992.3438;346494.2578;0;591350.2;15592241.6;591350.2;1182700.4;14409541.2
993;Sauveur Brogini;Accounting;8:58;17:01;8:03:00;20;16;7;2;5343820;33398.875;667977.5;292240.1563;0;213752.8;6304037.656;213752.8;427505.6;5876532.056
994;Bendick Thirtle;Accounting;8:45;17:03;8:18:00;19;4;9;2;22585810;148590.8553;742954.2763;1671647.122;0;903432.4;25000411.4;903432.4;1806864.8;23193546.6
995;Crawford Westcot;Legal;8:42;17:28;8:46:00;19;6;5;1;8070473;53095.21711;398214.1283;331845.1069;0;322818.92;8800532.235;322818.92;645637.84;8154894.395
996;Jacky Tittershill;Engineering;8:47;17:10;8:23:00;18;13;12;2;23464832;162950.2222;2647941.111;2444253.333;0;938593.28;28557026.44;938593.28;1877186.56;26679839.88
997;Karyn Sleite;Engineering;8:47;17:29;8:42:00;18;11;7;1;23531031;163409.9375;2246886.641;1429836.953;0;941241.24;27207754.59;941241.24;1882482.48;25325272.11
998;Joy McVeighty;Business Development;9:06;16:30;7:24:00;19;12;3;1;13333036;87717.34211;1315760.132;328940.0329;0;533321.44;14977736.16;533321.44;1066642.88;13911093.28
999;Raynell Ungaretti;Research and Development;9:13;17:35;8:22:00;20;7;14;2;11458949;71618.43125;626661.2734;1253322.547;0;458357.96;13338932.82;458357.96;916715.92;12422216.9
1000;Base Howbrook;Business Development;9:02;16:58;7:56:00;20;19;15;0;17118931;106993.3188;2541091.32;2006124.727;0;684757.24;21666147.05;684757.24;1369514.48;20296632.57
